scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
sgatt,Sikkim Grant Of Award To Transgender,SGATT,State,Individual,Not specified (state scheme),Sikkim,"Social welfare & Empowerment;Banking,Financial Services and Insurance",Transgender;Financial Assistance;Below Poverty Line;Direct Benefit Transfer;Free Education,"The scheme “Sikkim Grant of Award To Transgender (SGATT)” was launched in 2013 by the Department of Women & Child Welfare, Govt. of Sikkim. Under this scheme, the state government provides financial assistance to transgender belonging to a household of the Below Poverty Line category.",,1.0,"Sikkim Grant Of Award To Transgender. The scheme “Sikkim Grant of Award To Transgender (SGATT)” was launched in 2013 by the Department of Women & Child Welfare, Govt. of Sikkim. Under this scheme, the state government provides financial assistance to transgender belonging to a household of the Below Poverty Line category. Category: Social welfare & Empowerment, Banking,Financial Services and Insurance. Tags: Transgender, Financial Assistance, Below Poverty Line, Direct Benefit Transfer, Free Education."
cmat-spie,Chief Ministergi Artistesinggi Tengbang (CMAT): Support For Purchase Of Instruments / Equipment,CMAT-SPIE,State,Individual,Not specified (state scheme),Manipur,Sports & Culture;Social welfare & Empowerment,Artist;Financial Assistance;Culture;Student,"The scheme ""CMAT: Support for Purchase of Instruments / Equipment"" aims to support many talented students and budding artistes, who are economically well but in need of instruments/equipment for their learning and performance purpose to help them groom towards professionalism.",,1.0,"Chief Ministergi Artistesinggi Tengbang (CMAT): Support For Purchase Of Instruments / Equipment. The scheme ""CMAT: Support for Purchase of Instruments / Equipment"" aims to support many talented students and budding artistes, who are economically well but in need of instruments/equipment for their learning and performance purpose to help them groom towards professionalism. Category: Sports & Culture, Social welfare & Empowerment. Tags: Artist, Financial Assistance, Culture, Student."
mmkssy-assam,Mukhya Mantri Krishi Sa Sajuli Yozana - Assam,MMKSSY-ASSAM,State,Individual,Not specified (state scheme),Assam,"Agriculture,Rural & Environment",Farmer;Agriculture;Direct Benefit Transfer;Financial Assistance;Farm Tools,The scheme “Mukhya Mantri Krishi Sa Sajuli Yojana” is a State Owned Priority Development (SOPD) scheme for farmers launched by the Assam government in FY 2018-19. The main purpose of launching this scheme for farmers is their holistic development by implementing several farm mechanization schemes.,,1.0,"Mukhya Mantri Krishi Sa Sajuli Yozana - Assam. The scheme “Mukhya Mantri Krishi Sa Sajuli Yojana” is a State Owned Priority Development (SOPD) scheme for farmers launched by the Assam government in FY 2018-19. The main purpose of launching this scheme for farmers is their holistic development by implementing several farm mechanization schemes. Category: Agriculture,Rural & Environment. Tags: Farmer, Agriculture, Direct Benefit Transfer, Financial Assistance, Farm Tools."
cmhisn,Chief Minister’s Health Insurance Scheme - Nagaland,CMHISN,State,Individual,Not specified (state scheme),Nagaland,"Banking,Financial Services and Insurance;Health & Wellness",Health Coverage;Health Insurance;Nagaland Government Health Insurance;Affordable Health Insurance;Cashless Health Insurance;Nagaland,"Launched on 16th October 2022, the scheme ""Chief Minister Health Insurance Scheme (CMHIS)"" is a Public Health Insurance Scheme by the Health and Family Welfare Department, Government of Nagaland. This scheme provides cashless treatment up to ₹20 lakhs for employees and pensioners and ₹5 lakhs.",,1.0,"Chief Minister’s Health Insurance Scheme - Nagaland. Launched on 16th October 2022, the scheme ""Chief Minister Health Insurance Scheme (CMHIS)"" is a Public Health Insurance Scheme by the Health and Family Welfare Department, Government of Nagaland. This scheme provides cashless treatment up to ₹20 lakhs for employees and pensioners and ₹5 lakhs. Category: Banking,Financial Services and Insurance, Health & Wellness. Tags: Health Coverage, Health Insurance, Nagaland Government Health Insurance, Affordable Health Insurance, Cashless Health Insurance, Nagaland."
dak,Delhi Arogya Kosh,DAK,State,Individual,Not specified (state scheme),Delhi,Health & Wellness,Arogya Kosh;Delhi;Financial Assistance;Family Health,"""Delhi Arogya Kosh” (DAK) provides Financial assistance to needy eligible patients for treatment of any illness/treatment/intervention required by the patient undergoing treatment in a Government Hospital run by Delhi Government or Central Government or Autonomous Hospital under the State Government",,1.0,"Delhi Arogya Kosh. ""Delhi Arogya Kosh” (DAK) provides Financial assistance to needy eligible patients for treatment of any illness/treatment/intervention required by the patient undergoing treatment in a Government Hospital run by Delhi Government or Central Government or Autonomous Hospital under the State Government Category: Health & Wellness. Tags: Arogya Kosh, Delhi, Financial Assistance, Family Health."
pmsvs-maharashtra,Post-Matric Scholarship To VJNT Students - Maharashtra,PMSVS-MAHARASHTRA,State,Individual,Not specified (state scheme),Maharashtra,Education & Learning,Student;Scholarship;Post-Matric;Vimukta Jatis & Nomadic Tribes,The Government of Maharashtra has introduced a scheme namely “Post-Matric Scholarship to VJNT students” to encourage the students of the Vimukta Jatis & Nomadic Tribes (VJNT) to undergo Post-Matric Courses.,,1.0,"Post-Matric Scholarship To VJNT Students - Maharashtra. The Government of Maharashtra has introduced a scheme namely “Post-Matric Scholarship to VJNT students” to encourage the students of the Vimukta Jatis & Nomadic Tribes (VJNT) to undergo Post-Matric Courses. Category: Education & Learning. Tags: Student, Scholarship, Post-Matric, Vimukta Jatis & Nomadic Tribes."
tssad,The Scheme Of State Award For Disabled,TSSAD,State,Individual,Not specified (state scheme),Maharashtra,Skills & Employment;Social welfare & Empowerment,Persons With Disability;Employment;Award;Placement,"The ""The Scheme of State Award for Disabled"" is a scheme by the Dept. of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, every year, the State Government felicitates awards to the Best Disabled Employees/Employers/Placement Agencies who have done outstanding work.",,1.0,"The Scheme Of State Award For Disabled. The ""The Scheme of State Award for Disabled"" is a scheme by the Dept. of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, every year, the State Government felicitates awards to the Best Disabled Employees/Employers/Placement Agencies who have done outstanding work. Category: Skills & Employment, Social welfare & Empowerment. Tags: Persons With Disability, Employment, Award, Placement."
myyyt,Mukhyamantri Yuba Yogayog Yojana-Special,MYYYT,State,Individual,Not specified (state scheme),Tripura,Education & Learning,Scholarship;Student;Mobile;Smart Phone;Degree Grant,The scheme aims to digitally empower students and help them leverage the advantages of an interconnected world.,,1.0,"Mukhyamantri Yuba Yogayog Yojana-Special. The scheme aims to digitally empower students and help them leverage the advantages of an interconnected world. Category: Education & Learning. Tags: Scholarship, Student, Mobile, Smart Phone, Degree Grant."
uas,Unemployment Allowance Scheme,UAS,State,Individual,Not specified (state scheme),Himachal Pradesh,Skills & Employment;Social welfare & Empowerment,Unemployed Youth;Allowance;Employment Exchange,"The Department of Labour and Employment, Government of Himachal Pradesh introduced Unemployment Allowance Scheme to provide allowance to eligible educated unemployed youth of Himachal, to enable them to sustain themselves for a certain period.",,1.0,"Unemployment Allowance Scheme. The Department of Labour and Employment, Government of Himachal Pradesh introduced Unemployment Allowance Scheme to provide allowance to eligible educated unemployed youth of Himachal, to enable them to sustain themselves for a certain period. Category: Skills & Employment, Social welfare & Empowerment. Tags: Unemployed Youth, Allowance, Employment Exchange."
orjcvsrva,Opening And Running Junior Colleges For VJNT Students Run By Voluntary Agencies,ORJCVSRVA,State,Individual,Not specified (state scheme),Maharashtra,Education & Learning;Social welfare & Empowerment,Vimukta Jatis And Nomadic Tribes;Junior College;Student;Education;Ashram School,The Govt. of Maharashtra vide G.R. dated 26/6/2008 launched the scheme “Opening and Running Junior Colleges for VJNT Students Run by Voluntary Agencies” for the educational and social development of Vimukta Jatis and Nomadic Tribes (VJNT) students.,,1.0,"Opening And Running Junior Colleges For VJNT Students Run By Voluntary Agencies. The Govt. of Maharashtra vide G.R. dated 26/6/2008 launched the scheme “Opening and Running Junior Colleges for VJNT Students Run by Voluntary Agencies” for the educational and social development of Vimukta Jatis and Nomadic Tribes (VJNT) students. Category: Education & Learning, Social welfare & Empowerment. Tags: Vimukta Jatis And Nomadic Tribes, Junior College, Student, Education, Ashram School."
lgss,LIDCOM Gattai Stall Scheme,LGSS,State,Individual,Not specified (state scheme),Maharashtra,"Business & Entrepreneurship;Banking,Financial Services and Insurance;Social welfare & Empowerment",Business;Subsidy;Entrepreneurship;Banking;Scheduled Caste,"Being implemented by LIDCOM, Govt. of Maharashtra for the Roadsides Cobblers from the (Scheduled Caste) Charmakar Community, this scheme provides a 100% subsidy for the erection of a Tin Stall of Size 4’ x 5’ x 6.5’ costing ₹16367/- per stall and ₹500/- incidental charges.",,1.0,"LIDCOM Gattai Stall Scheme. Being implemented by LIDCOM, Govt. of Maharashtra for the Roadsides Cobblers from the (Scheduled Caste) Charmakar Community, this scheme provides a 100% subsidy for the erection of a Tin Stall of Size 4’ x 5’ x 6.5’ costing ₹16367/- per stall and ₹500/- incidental charges. Category: Business & Entrepreneurship, Banking,Financial Services and Insurance, Social welfare & Empowerment. Tags: Business, Subsidy, Entrepreneurship, Banking, Scheduled Caste."
hiip,Homes For Intellectually Impaired Persons,HIIP,State,Individual,Not specified (state scheme),Maharashtra,Housing & Shelter;Social welfare & Empowerment,Child;Person With Disability;Shelter;Social Justice,"The ""Homes for Intellectually Impaired Persons"" is a scheme by the Department of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, Mentally Deficient Children who are in need of care and protection are admitted into shelter homes through the Child Welfare Committees.",,1.0,"Homes For Intellectually Impaired Persons. The ""Homes for Intellectually Impaired Persons"" is a scheme by the Department of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, Mentally Deficient Children who are in need of care and protection are admitted into shelter homes through the Child Welfare Committees. Category: Housing & Shelter, Social welfare & Empowerment. Tags: Child, Person With Disability, Shelter, Social Justice."
